,Strike #,FVEY,Country,DTG,Date,Time,ATO,Engage Unit,DEL/DYN,Entity ID,O-Suffix,Cat Code,Entity Name,City Name,Province,ROE,Target Function,T1#,Target_1,T2#,Target_2,Lat,Long,MGRS,Observer,Aircraft,Callsign,AC Base,Nationality,ORD1,Ordinance_1,ORD2,Ordinance_2,Targets Remark,Physical,Confidence,Functional,Recoup Time,MEA,CDA,MISREP
529,16467,TS/SCI,US,220758ZJAN04,22-JAN-04,0758Z,AA,AW-17,Deliberate,5938-06956,bg639,10204,Random,r,R,373,Function,3,OFFICE,7,BARRACKS,1,4,???,JRVN70,F-16,XGEW72,Bristol AFB,USA,1,25mm GAU-12,2,Bofors 40mm,Comment,light,light,heavy,0,med,light,"XGEW72, 22-JAN-04, info"
530,31472,TS/SCI,US,210657ZAPR01,21-APR-01,0657Z,AA,AW-17,Dynamic,3026-90137,wz215,40103,Sunday River,Newry,Oxford,465,Function,3,RUNWAYS,4,BARRACKS,44.469,-70.861,???,GSOC71,SR-71,GANU67,Bristol AFB,USA,2,Bofors 40mm,2,105mm M102,Comment,med,heavy,light,0,light,med,"GANU67, 21-APR-01, info"
531,83309,TS/SCI,US,170244ZOCT09,17-OCT-09,0244Z,AA,AW-17,Deliberate,1299-89247,gs086,10201,Loon Mountain,Lincoln,Graftron,937,Function,5,BARRACKS,8,OFFICE,44.036,-71.621,???,WZLU66,SR-71,ZRDG86,Bristol AFB,USA,4,25mm GAU-12,3,25mm GAU-12,Comment,light,light,heavy,0,heavy,heavy,"ZRDG86, 17-OCT-09, info"
532,10319,TS/SCI,US,020440ZMAR11,02-MAR-11,0440Z,AA,AW-17,Deliberate,1993-09876,ww540,10102,Loon Mountain,Lincoln,Graftron,674,Function,4,BARRACKS,1,BARRACKS,44.036,-71.621,???,HNOB67,SR-71,JLUC66,Bristol AFB,USA,5,105mm M102,4,Bofors 40mm,Comment,light,light,light,0,med,med,"JLUC66, 02-MAR-11, info"
533,57990,TS/SCI,US,260036ZAUG05,26-AUG-05,0036Z,AA,AW-17,Deliberate,0796-35593,ns146,30101,Loon Mountain,Lincoln,Graftron,220,Function,4,BARRACKS,1,OFFICE,44.036,-71.621,???,PKWT71,AC-130,OPED89,Bristol AFB,USA,2,25mm GAU-12,5,105mm M102,Comment,light,light,light,0,light,light,"OPED89, 26-AUG-05, info"
534,15245,TS/SCI,US,020424ZJUL12,02-JUL-12,0424Z,AA,AW-17,Deliberate,3373-29047,tt236,50202,Sunday River,Newry,Oxford,713,Function,4,RUNWAYS,9,OFFICE,44.469,-70.861,???,MYKG86,AC-130,XHKH85,Bristol AFB,USA,1,105mm M102,5,25mm GAU-12,Comment,heavy,light,heavy,0,heavy,light,"XHKH85, 02-JUL-12, info"
535,74134,TS/SCI,US,070227ZNOV00,07-NOV-00,0227Z,AA,AW-17,Deliberate,3343-88980,fz079,40203,Random,r,R,122,Function,4,RUNWAYS,7,RUNWAYS,20,55,???,RYCB71,F-16,QCID77,Bristol AFB,USA,5,105mm M102,3,105mm M102,Comment,light,heavy,heavy,0,light,light,"QCID77, 07-NOV-00, info"
536,79479,TS/SCI,US,190051ZNOV08,19-NOV-08,0051Z,AA,AW-17,Dynamic,8210-88460,fl598,20204,Loon Mountain,Lincoln,Graftron,105,Function,3,OFFICE,7,RUNWAYS,44.036,-71.621,???,ACNY76,SR-71,JVRB70,Bristol AFB,USA,1,Bofors 40mm,3,Bofors 40mm,Comment,med,light,heavy,0,light,light,"JVRB70, 19-NOV-08, info"
537,72380,TS/SCI,US,230033ZMAY15,23-MAY-15,0033Z,AA,AW-17,Dynamic,5902-53377,lk727,10202,Loon Mountain,Lincoln,Graftron,669,Function,10,OFFICE,7,BARRACKS,44.036,-71.621,???,PNQZ76,AC-130,KPTD81,Bristol AFB,USA,2,105mm M102,5,25mm GAU-12,Comment,light,med,light,0,heavy,heavy,"KPTD81, 23-MAY-15, info"
538,48481,TS/SCI,US,220610ZJUL09,22-JUL-09,0610Z,AA,AW-17,Dynamic,0861-71534,vy537,10203,Random,r,R,542,Function,2,OFFICE,7,OFFICE,65,29,???,RKMR72,F-16,UODH73,Bristol AFB,USA,4,105mm M102,3,25mm GAU-12,Comment,heavy,light,light,0,heavy,med,"UODH73, 22-JUL-09, info"
539,78026,TS/SCI,US,170456ZOCT05,17-OCT-05,0456Z,AA,AW-17,Deliberate,6648-04476,yo414,50201,Sunday River,Newry,Oxford,989,Function,4,OFFICE,10,BARRACKS,44.469,-70.861,???,RIZV87,SR-71,SJOS84,Bristol AFB,USA,5,25mm GAU-12,1,25mm GAU-12,Comment,med,light,light,0,med,med,"SJOS84, 17-OCT-05, info"
540,64486,TS/SCI,US,270505ZAUG12,27-AUG-12,0505Z,AA,AW-17,Dynamic,0309-26746,bq239,10105,Loon Mountain,Lincoln,Graftron,748,Function,4,BARRACKS,10,OFFICE,44.036,-71.621,???,DRER70,F-16,TJHH74,Bristol AFB,USA,3,105mm M102,5,Bofors 40mm,Comment,light,heavy,light,0,heavy,light,"TJHH74, 27-AUG-12, info"
541,61152,TS/SCI,US,050256ZFEB14,05-FEB-14,0256Z,AA,AW-17,Deliberate,8330-39989,mz654,50205,Loon Mountain,Lincoln,Graftron,469,Function,9,BARRACKS,7,RUNWAYS,44.036,-71.621,???,IFMD87,F-16,GDSW71,Bristol AFB,USA,3,25mm GAU-12,1,25mm GAU-12,Comment,light,heavy,light,0,light,med,"GDSW71, 05-FEB-14, info"
542,49308,TS/SCI,US,140515ZJUN07,14-JUN-07,0515Z,AA,AW-17,Deliberate,4374-12797,yw079,50204,Loon Mountain,Lincoln,Graftron,674,Function,10,OFFICE,10,BARRACKS,44.036,-71.621,???,KGRA73,AC-130,KCEF66,Bristol AFB,USA,3,105mm M102,2,Bofors 40mm,Comment,light,light,light,0,light,heavy,"KCEF66, 14-JUN-07, info"
543,78094,TS/SCI,US,172033ZJUL08,17-JUL-08,2033Z,AA,AW-17,Dynamic,5164-50128,ta126,20101,Loon Mountain,Lincoln,Graftron,288,Function,2,BARRACKS,9,OFFICE,44.036,-71.621,???,FMDM88,AC-130,FZSI77,Bristol AFB,USA,2,105mm M102,1,25mm GAU-12,Comment,light,light,light,0,heavy,light,"FZSI77, 17-JUL-08, info"
544,39678,TS/SCI,US,022216ZJUN08,02-JUN-08,2216Z,AA,AW-17,Dynamic,6343-08750,yx681,40202,Loon Mountain,Lincoln,Graftron,434,Function,10,OFFICE,10,OFFICE,44.036,-71.621,???,RRXM74,AC-130,MAWU68,Bristol AFB,USA,2,105mm M102,2,105mm M102,Comment,med,light,light,0,light,med,"MAWU68, 02-JUN-08, info"
545,06338,TS/SCI,US,061736ZJUN14,06-JUN-14,1736Z,AA,AW-17,Dynamic,2171-11845,hx250,50201,Sunday River,Newry,Oxford,389,Function,8,RUNWAYS,10,RUNWAYS,44.469,-70.861,???,BDRQ71,AC-130,LIIU80,Bristol AFB,USA,2,Bofors 40mm,5,25mm GAU-12,Comment,heavy,heavy,med,0,light,med,"LIIU80, 06-JUN-14, info"
546,06920,TS/SCI,US,041104ZJUN06,04-JUN-06,1104Z,AA,AW-17,Dynamic,2941-55516,wt857,10201,Loon Mountain,Lincoln,Graftron,652,Function,1,RUNWAYS,6,OFFICE,44.036,-71.621,???,TKXE90,F-16,BLIB75,Bristol AFB,USA,2,25mm GAU-12,3,Bofors 40mm,Comment,heavy,heavy,heavy,0,heavy,med,"BLIB75, 04-JUN-06, info"
547,55806,TS/SCI,US,161914ZSEP14,16-SEP-14,1914Z,AA,AW-17,Dynamic,3754-75286,zs794,40102,Random,r,R,344,Function,6,BARRACKS,9,RUNWAYS,62,76,???,WSZF67,F-16,UALI85,Bristol AFB,USA,5,105mm M102,1,25mm GAU-12,Comment,light,heavy,heavy,0,light,med,"UALI85, 16-SEP-14, info"
548,96781,TS/SCI,US,050905ZSEP14,05-SEP-14,0905Z,AA,AW-17,Deliberate,4990-77193,ls580,10103,Loon Mountain,Lincoln,Graftron,227,Function,2,BARRACKS,2,BARRACKS,44.036,-71.621,???,ZMIK90,SR-71,OXQF67,Bristol AFB,USA,5,Bofors 40mm,5,Bofors 40mm,Comment,light,light,heavy,0,light,light,"OXQF67, 05-SEP-14, info"
549,46206,TS/SCI,US,170855ZNOV12,17-NOV-12,0855Z,AA,AW-17,Deliberate,2265-01919,jr548,40101,Random,r,R,317,Function,3,OFFICE,9,OFFICE,42,62,???,TPTP73,AC-130,GXUH75,Bristol AFB,USA,3,Bofors 40mm,1,25mm GAU-12,Comment,heavy,light,med,0,light,med,"GXUH75, 17-NOV-12, info"
550,43560,TS/SCI,US,060145ZAUG01,06-AUG-01,0145Z,AA,AW-17,Deliberate,8252-46959,uy516,20104,Random,r,R,983,Function,5,BARRACKS,8,BARRACKS,82,69,???,CHVS68,SR-71,TBAQ69,Bristol AFB,USA,2,Bofors 40mm,5,105mm M102,Comment,med,light,heavy,0,light,light,"TBAQ69, 06-AUG-01, info"
551,67338,TS/SCI,US,111445ZMAY05,11-MAY-05,1445Z,AA,AW-17,Dynamic,2968-24023,xr252,40201,Sunday River,Newry,Oxford,236,Function,3,OFFICE,2,RUNWAYS,44.469,-70.861,???,HIDK70,SR-71,QMUP86,Bristol AFB,USA,5,25mm GAU-12,3,Bofors 40mm,Comment,med,heavy,light,0,heavy,light,"QMUP86, 11-MAY-05, info"
552,83915,TS/SCI,US,110401ZJUL13,11-JUL-13,0401Z,AA,AW-17,Deliberate,6960-25833,me897,10102,Sunday River,Newry,Oxford,180,Function,1,RUNWAYS,4,BARRACKS,44.469,-70.861,???,SVAS65,SR-71,VHWL67,Bristol AFB,USA,3,25mm GAU-12,4,Bofors 40mm,Comment,light,med,light,0,light,light,"VHWL67, 11-JUL-13, info"
553,40515,TS/SCI,US,270057ZFEB03,27-FEB-03,0057Z,AA,AW-17,Deliberate,9631-18349,kp089,10201,Loon Mountain,Lincoln,Graftron,323,Function,7,BARRACKS,9,BARRACKS,44.036,-71.621,???,LKSV65,F-16,VNYV88,Bristol AFB,USA,2,105mm M102,5,105mm M102,Comment,heavy,med,light,0,med,heavy,"VNYV88, 27-FEB-03, info"
554,65846,TS/SCI,US,202233ZJUL10,20-JUL-10,2233Z,AA,AW-17,Dynamic,2401-32435,bd232,30204,Random,r,R,235,Function,7,OFFICE,7,BARRACKS,89,31,???,FIOE69,F-16,ESCW86,Bristol AFB,USA,3,105mm M102,5,25mm GAU-12,Comment,med,heavy,med,0,heavy,light,"ESCW86, 20-JUL-10, info"
555,93011,TS/SCI,US,131132ZMAR02,13-MAR-02,1132Z,AA,AW-17,Dynamic,1020-16364,uc838,20201,Sunday River,Newry,Oxford,643,Function,1,BARRACKS,7,OFFICE,44.469,-70.861,???,OKZT83,F-16,EHYE81,Bristol AFB,USA,5,105mm M102,2,25mm GAU-12,Comment,med,med,med,0,light,med,"EHYE81, 13-MAR-02, info"
556,12318,TS/SCI,US,091112ZFEB08,09-FEB-08,1112Z,AA,AW-17,Dynamic,1315-92131,cx446,50103,Loon Mountain,Lincoln,Graftron,942,Function,1,BARRACKS,7,BARRACKS,44.036,-71.621,???,KXIE80,SR-71,RMKX69,Bristol AFB,USA,5,25mm GAU-12,5,Bofors 40mm,Comment,light,light,light,0,light,heavy,"RMKX69, 09-FEB-08, info"
557,81344,TS/SCI,US,180851ZAPR07,18-APR-07,0851Z,AA,AW-17,Deliberate,5495-13258,yl891,40102,Sunday River,Newry,Oxford,795,Function,8,BARRACKS,8,RUNWAYS,44.469,-70.861,???,KSNH66,SR-71,QCDP79,Bristol AFB,USA,3,105mm M102,2,25mm GAU-12,Comment,heavy,light,light,0,heavy,light,"QCDP79, 18-APR-07, info"
558,00572,TS/SCI,US,161744ZAUG05,16-AUG-05,1744Z,AA,AW-17,Dynamic,8187-96949,vd544,20204,Loon Mountain,Lincoln,Graftron,546,Function,1,RUNWAYS,7,OFFICE,44.036,-71.621,???,RINC83,F-16,QCBD88,Bristol AFB,USA,1,Bofors 40mm,5,25mm GAU-12,Comment,med,light,light,0,heavy,med,"QCBD88, 16-AUG-05, info"
559,75645,TS/SCI,US,040527ZJAN02,04-JAN-02,0527Z,AA,AW-17,Dynamic,3524-71740,cl407,20104,Loon Mountain,Lincoln,Graftron,872,Function,8,OFFICE,9,RUNWAYS,44.036,-71.621,???,MLWX71,AC-130,EOIK66,Bristol AFB,USA,4,105mm M102,4,105mm M102,Comment,light,light,med,0,heavy,light,"EOIK66, 04-JAN-02, info"
560,83944,TS/SCI,US,150820ZMAR04,15-MAR-04,0820Z,AA,AW-17,Deliberate,6712-36608,me439,10104,Sunday River,Newry,Oxford,845,Function,1,RUNWAYS,4,RUNWAYS,44.469,-70.861,???,QVNH65,AC-130,IQYO66,Bristol AFB,USA,1,105mm M102,1,25mm GAU-12,Comment,med,light,med,0,light,heavy,"IQYO66, 15-MAR-04, info"
561,47491,TS/SCI,US,240314ZAPR04,24-APR-04,0314Z,AA,AW-17,Dynamic,4884-82318,ja515,10101,Sunday River,Newry,Oxford,893,Function,1,RUNWAYS,5,RUNWAYS,44.469,-70.861,???,JFNH66,AC-130,DYBV86,Bristol AFB,USA,5,Bofors 40mm,3,25mm GAU-12,Comment,med,heavy,light,0,light,med,"DYBV86, 24-APR-04, info"
562,07538,TS/SCI,US,161138ZJAN09,16-JAN-09,1138Z,AA,AW-17,Dynamic,9920-57596,iv755,10205,Random,r,R,409,Function,10,OFFICE,4,BARRACKS,86,9,???,YGSK90,SR-71,XLTC86,Bristol AFB,USA,1,25mm GAU-12,2,25mm GAU-12,Comment,light,heavy,light,0,light,light,"XLTC86, 16-JAN-09, info"
563,45708,TS/SCI,US,240025ZFEB06,24-FEB-06,0025Z,AA,AW-17,Deliberate,5090-23774,rs664,30103,Sunday River,Newry,Oxford,659,Function,8,BARRACKS,1,RUNWAYS,44.469,-70.861,???,XBID75,F-16,ZONG86,Bristol AFB,USA,3,105mm M102,1,25mm GAU-12,Comment,light,light,light,0,light,heavy,"ZONG86, 24-FEB-06, info"
564,26080,TS/SCI,US,112247ZAUG01,11-AUG-01,2247Z,AA,AW-17,Deliberate,8634-36027,wp874,10204,Loon Mountain,Lincoln,Graftron,659,Function,3,OFFICE,8,OFFICE,44.036,-71.621,???,LFTQ90,AC-130,JYLN79,Bristol AFB,USA,1,Bofors 40mm,1,25mm GAU-12,Comment,heavy,light,heavy,0,light,light,"JYLN79, 11-AUG-01, info"
565,43647,TS/SCI,US,111023ZNOV14,11-NOV-14,1023Z,AA,AW-17,Deliberate,7359-15161,ri814,10103,Loon Mountain,Lincoln,Graftron,754,Function,2,RUNWAYS,5,OFFICE,44.036,-71.621,???,MEFC65,SR-71,YEOQ77,Bristol AFB,USA,2,105mm M102,5,25mm GAU-12,Comment,light,light,light,0,light,heavy,"YEOQ77, 11-NOV-14, info"
566,71234,TS/SCI,US,130534ZMAY09,13-MAY-09,0534Z,AA,AW-17,Deliberate,8098-28470,lc385,20103,Loon Mountain,Lincoln,Graftron,720,Function,10,BARRACKS,1,RUNWAYS,44.036,-71.621,???,SAZE72,F-16,TWER81,Bristol AFB,USA,3,Bofors 40mm,2,25mm GAU-12,Comment,light,heavy,light,0,heavy,light,"TWER81, 13-MAY-09, info"
567,76690,TS/SCI,US,180503ZSEP12,18-SEP-12,0503Z,AA,AW-17,Dynamic,5434-59434,ry922,10202,Sunday River,Newry,Oxford,124,Function,2,OFFICE,10,RUNWAYS,44.469,-70.861,???,UZAZ87,AC-130,GAMY84,Bristol AFB,USA,5,Bofors 40mm,4,25mm GAU-12,Comment,light,med,light,0,light,light,"GAMY84, 18-SEP-12, info"
568,28994,TS/SCI,US,271423ZMAR13,27-MAR-13,1423Z,AA,AW-17,Deliberate,7226-87647,cr163,50103,Sunday River,Newry,Oxford,727,Function,1,BARRACKS,10,RUNWAYS,44.469,-70.861,???,FZJD66,F-16,WLBQ70,Bristol AFB,USA,4,Bofors 40mm,4,Bofors 40mm,Comment,light,light,med,0,heavy,med,"WLBQ70, 27-MAR-13, info"
569,68358,TS/SCI,US,131855ZFEB15,13-FEB-15,1855Z,AA,AW-17,Deliberate,9283-13895,dc629,30204,Sunday River,Newry,Oxford,949,Function,5,RUNWAYS,6,BARRACKS,44.469,-70.861,???,MBWN85,F-16,ECHJ84,Bristol AFB,USA,1,25mm GAU-12,1,Bofors 40mm,Comment,light,light,med,0,heavy,med,"ECHJ84, 13-FEB-15, info"
570,39021,TS/SCI,US,020605ZMAY08,02-MAY-08,0605Z,AA,AW-17,Deliberate,6679-94114,hl737,50204,Loon Mountain,Lincoln,Graftron,887,Function,10,OFFICE,3,BARRACKS,44.036,-71.621,???,IWZV89,F-16,SVQM77,Bristol AFB,USA,4,25mm GAU-12,5,25mm GAU-12,Comment,light,med,heavy,0,med,heavy,"SVQM77, 02-MAY-08, info"
571,62324,TS/SCI,US,260328ZJUN02,26-JUN-02,0328Z,AA,AW-17,Deliberate,2515-50802,tb477,10201,Loon Mountain,Lincoln,Graftron,241,Function,10,RUNWAYS,10,RUNWAYS,44.036,-71.621,???,KYAI73,SR-71,DTYC79,Bristol AFB,USA,3,Bofors 40mm,1,25mm GAU-12,Comment,light,med,light,0,med,light,"DTYC79, 26-JUN-02, info"
572,51487,TS/SCI,US,110915ZJAN14,11-JAN-14,0915Z,AA,AW-17,Dynamic,1804-29446,gb457,40101,Sunday River,Newry,Oxford,627,Function,6,RUNWAYS,3,RUNWAYS,44.469,-70.861,???,IQDS68,F-16,TRMS83,Bristol AFB,USA,5,25mm GAU-12,3,Bofors 40mm,Comment,light,med,med,0,light,med,"TRMS83, 11-JAN-14, info"
573,67313,TS/SCI,US,111707ZJUN12,11-JUN-12,1707Z,AA,AW-17,Deliberate,6311-56604,cc276,40204,Random,r,R,121,Function,1,BARRACKS,2,OFFICE,8,26,???,BGSM65,F-16,VFON86,Bristol AFB,USA,1,Bofors 40mm,2,25mm GAU-12,Comment,med,heavy,light,0,light,light,"VFON86, 11-JUN-12, info"
574,50671,TS/SCI,US,080543ZFEB00,08-FEB-00,0543Z,AA,AW-17,Dynamic,9207-75885,pp818,20205,Loon Mountain,Lincoln,Graftron,370,Function,5,OFFICE,6,BARRACKS,44.036,-71.621,???,GIRI72,F-16,MDEA89,Bristol AFB,USA,4,105mm M102,1,Bofors 40mm,Comment,heavy,heavy,heavy,0,heavy,light,"MDEA89, 08-FEB-00, info"
575,02719,TS/SCI,US,231546ZMAR07,23-MAR-07,1546Z,AA,AW-17,Dynamic,2312-66087,tx672,40201,Sunday River,Newry,Oxford,676,Function,2,BARRACKS,2,RUNWAYS,44.469,-70.861,???,OGSD84,AC-130,DKOX77,Bristol AFB,USA,1,25mm GAU-12,4,Bofors 40mm,Comment,med,heavy,med,0,light,light,"DKOX77, 23-MAR-07, info"
576,34181,TS/SCI,US,250623ZFEB02,25-FEB-02,0623Z,AA,AW-17,Dynamic,3686-55552,ie704,40102,Loon Mountain,Lincoln,Graftron,362,Function,7,BARRACKS,9,BARRACKS,44.036,-71.621,???,ILSP76,SR-71,EYMW71,Bristol AFB,USA,4,105mm M102,1,25mm GAU-12,Comment,light,heavy,med,0,light,light,"EYMW71, 25-FEB-02, info"
577,79312,TS/SCI,US,282126ZNOV01,28-NOV-01,2126Z,AA,AW-17,Dynamic,7512-41678,pf724,50204,Loon Mountain,Lincoln,Graftron,910,Function,1,RUNWAYS,6,BARRACKS,44.036,-71.621,???,CZKD73,F-16,WSZL65,Bristol AFB,USA,2,25mm GAU-12,5,105mm M102,Comment,light,med,light,0,light,light,"WSZL65, 28-NOV-01, info"
578,42130,TS/SCI,US,192153ZMAR14,19-MAR-14,2153Z,AA,AW-17,Dynamic,4179-39181,ww226,10204,Random,r,R,810,Function,6,RUNWAYS,4,BARRACKS,7,37,???,QSUJ65,F-16,OPZD89,Bristol AFB,USA,1,25mm GAU-12,1,25mm GAU-12,Comment,light,heavy,med,0,light,med,"OPZD89, 19-MAR-14, info"
579,12985,TS/SCI,US,090540ZMAY02,09-MAY-02,0540Z,AA,AW-17,Deliberate,4951-42351,ia898,50105,Random,r,R,916,Function,3,OFFICE,9,RUNWAYS,10,37,???,AIAP67,F-16,LKTC73,Bristol AFB,USA,2,25mm GAU-12,4,Bofors 40mm,Comment,light,light,light,0,heavy,light,"LKTC73, 09-MAY-02, info"
580,52562,TS/SCI,US,260627ZFEB09,26-FEB-09,0627Z,AA,AW-17,Dynamic,8976-23817,pg595,30204,Loon Mountain,Lincoln,Graftron,923,Function,9,BARRACKS,7,RUNWAYS,44.036,-71.621,???,GRZK77,F-16,HAVK74,Bristol AFB,USA,5,Bofors 40mm,4,105mm M102,Comment,light,med,heavy,0,med,light,"HAVK74, 26-FEB-09, info"
581,61143,TS/SCI,US,180741ZMAR04,18-MAR-04,0741Z,AA,AW-17,Deliberate,6337-97120,ln274,30101,Sunday River,Newry,Oxford,573,Function,6,RUNWAYS,8,BARRACKS,44.469,-70.861,???,HSGR78,AC-130,ILWD88,Bristol AFB,USA,3,Bofors 40mm,2,105mm M102,Comment,light,heavy,light,0,med,light,"ILWD88, 18-MAR-04, info"
582,48959,TS/SCI,US,240120ZFEB03,24-FEB-03,0120Z,AA,AW-17,Dynamic,2351-47093,jb590,30104,Loon Mountain,Lincoln,Graftron,774,Function,7,BARRACKS,4,RUNWAYS,44.036,-71.621,???,QTLF75,SR-71,OKMX70,Bristol AFB,USA,1,Bofors 40mm,2,105mm M102,Comment,med,med,med,0,heavy,light,"OKMX70, 24-FEB-03, info"
583,64233,TS/SCI,US,080249ZMAR13,08-MAR-13,0249Z,AA,AW-17,Deliberate,2729-95491,ol896,50104,Sunday River,Newry,Oxford,451,Function,6,OFFICE,8,OFFICE,44.469,-70.861,???,IRYU77,SR-71,ALGJ74,Bristol AFB,USA,2,25mm GAU-12,1,25mm GAU-12,Comment,heavy,heavy,med,0,light,heavy,"ALGJ74, 08-MAR-13, info"
584,83427,TS/SCI,US,162234ZNOV12,16-NOV-12,2234Z,AA,AW-17,Dynamic,6855-92277,mu109,10101,Loon Mountain,Lincoln,Graftron,771,Function,9,RUNWAYS,7,BARRACKS,44.036,-71.621,???,AWSI70,AC-130,KCZR84,Bristol AFB,USA,4,105mm M102,3,Bofors 40mm,Comment,med,light,med,0,light,heavy,"KCZR84, 16-NOV-12, info"
585,65783,TS/SCI,US,280701ZSEP01,28-SEP-01,0701Z,AA,AW-17,Dynamic,0911-31367,zk762,20205,Loon Mountain,Lincoln,Graftron,282,Function,4,RUNWAYS,4,BARRACKS,44.036,-71.621,???,DTHS86,F-16,SRHU69,Bristol AFB,USA,4,Bofors 40mm,2,105mm M102,Comment,heavy,light,light,0,med,heavy,"SRHU69, 28-SEP-01, info"
586,64033,TS/SCI,US,241939ZSEP06,24-SEP-06,1939Z,AA,AW-17,Dynamic,6777-27085,xa539,10205,Sunday River,Newry,Oxford,665,Function,1,RUNWAYS,7,RUNWAYS,44.469,-70.861,???,VZUZ77,F-16,NAAA78,Bristol AFB,USA,4,105mm M102,3,Bofors 40mm,Comment,med,med,light,0,light,light,"NAAA78, 24-SEP-06, info"
587,81167,TS/SCI,US,111403ZJUL01,11-JUL-01,1403Z,AA,AW-17,Deliberate,2049-93561,bn578,10205,Loon Mountain,Lincoln,Graftron,164,Function,3,RUNWAYS,5,RUNWAYS,44.036,-71.621,???,WACI72,F-16,KCAF65,Bristol AFB,USA,5,Bofors 40mm,3,Bofors 40mm,Comment,med,light,light,0,med,heavy,"KCAF65, 11-JUL-01, info"
588,12910,TS/SCI,US,111553ZSEP11,11-SEP-11,1553Z,AA,AW-17,Deliberate,7765-96576,cx873,10203,Sunday River,Newry,Oxford,163,Function,5,BARRACKS,10,OFFICE,44.469,-70.861,???,DPMW86,AC-130,UFIY80,Bristol AFB,USA,4,Bofors 40mm,4,Bofors 40mm,Comment,light,light,light,0,med,light,"UFIY80, 11-SEP-11, info"
589,64618,TS/SCI,US,042008ZAUG14,04-AUG-14,2008Z,AA,AW-17,Dynamic,0158-26066,cr530,50202,Sunday River,Newry,Oxford,494,Function,2,BARRACKS,9,RUNWAYS,44.469,-70.861,???,SUYG78,F-16,NJTH87,Bristol AFB,USA,2,105mm M102,3,25mm GAU-12,Comment,light,heavy,light,0,light,heavy,"NJTH87, 04-AUG-14, info"
590,35140,TS/SCI,US,180914ZJUN06,18-JUN-06,0914Z,AA,AW-17,Dynamic,3498-78926,pn475,50102,Loon Mountain,Lincoln,Graftron,671,Function,2,BARRACKS,1,RUNWAYS,44.036,-71.621,???,QOUJ68,AC-130,HALW71,Bristol AFB,USA,1,25mm GAU-12,5,25mm GAU-12,Comment,med,med,med,0,heavy,heavy,"HALW71, 18-JUN-06, info"
591,35169,TS/SCI,US,040251ZJAN07,04-JAN-07,0251Z,AA,AW-17,Dynamic,9693-67899,yc492,30102,Random,r,R,744,Function,6,RUNWAYS,6,OFFICE,81,31,???,BCPK68,F-16,HWJB77,Bristol AFB,USA,2,105mm M102,1,105mm M102,Comment,med,heavy,light,0,med,light,"HWJB77, 04-JAN-07, info"
592,23046,TS/SCI,US,020136ZJAN13,02-JAN-13,0136Z,AA,AW-17,Dynamic,2930-58381,ru836,50101,Random,r,R,652,Function,1,RUNWAYS,4,OFFICE,89,52,???,FDFJ90,AC-130,OSVB75,Bristol AFB,USA,3,Bofors 40mm,2,Bofors 40mm,Comment,light,light,heavy,0,light,light,"OSVB75, 02-JAN-13, info"
593,88178,TS/SCI,US,011738ZFEB05,01-FEB-05,1738Z,AA,AW-17,Deliberate,1557-32896,lx390,40203,Sunday River,Newry,Oxford,612,Function,5,RUNWAYS,1,RUNWAYS,44.469,-70.861,???,JLFR65,F-16,WIKA68,Bristol AFB,USA,1,105mm M102,4,25mm GAU-12,Comment,light,heavy,med,0,light,light,"WIKA68, 01-FEB-05, info"
594,32230,TS/SCI,US,130916ZOCT06,13-OCT-06,0916Z,AA,AW-17,Deliberate,5201-53458,hh362,20205,Loon Mountain,Lincoln,Graftron,145,Function,1,BARRACKS,5,BARRACKS,44.036,-71.621,???,DOPL82,SR-71,ZCQB69,Bristol AFB,USA,4,Bofors 40mm,5,Bofors 40mm,Comment,light,light,heavy,0,light,light,"ZCQB69, 13-OCT-06, info"
595,69613,TS/SCI,US,152223ZOCT06,15-OCT-06,2223Z,AA,AW-17,Deliberate,2559-83385,ua800,10205,Loon Mountain,Lincoln,Graftron,924,Function,6,BARRACKS,1,BARRACKS,44.036,-71.621,???,MZCL90,AC-130,NLKJ83,Bristol AFB,USA,5,25mm GAU-12,1,25mm GAU-12,Comment,light,heavy,med,0,light,med,"NLKJ83, 15-OCT-06, info"
596,46346,TS/SCI,US,071232ZFEB09,07-FEB-09,1232Z,AA,AW-17,Dynamic,3309-08961,to883,50104,Loon Mountain,Lincoln,Graftron,761,Function,3,BARRACKS,1,OFFICE,44.036,-71.621,???,KQVI84,SR-71,GTIE82,Bristol AFB,USA,3,Bofors 40mm,2,25mm GAU-12,Comment,light,heavy,light,0,med,light,"GTIE82, 07-FEB-09, info"
597,27355,TS/SCI,US,150915ZMAR08,15-MAR-08,0915Z,AA,AW-17,Dynamic,7567-75810,oz251,40102,Loon Mountain,Lincoln,Graftron,641,Function,10,OFFICE,2,BARRACKS,44.036,-71.621,???,QOJH68,F-16,EWBT69,Bristol AFB,USA,5,105mm M102,2,Bofors 40mm,Comment,heavy,med,med,0,light,light,"EWBT69, 15-MAR-08, info"
